gapminder.country	gapminder.lifeExp
Sri Lanka	68.757
Sri Lanka	69.011
Sri Lanka	70.379
Sri Lanka	70.457
Sri Lanka	70.815
Sri Lanka	72.396
Sudan	38.635
Sudan	39.624
Sudan	40.87
Sudan	42.858
Sudan	45.083
Sudan	47.8
Sudan	50.338
Sudan	51.744
Sudan	53.556
Sudan	55.373
Sudan	56.369
Sudan	58.556
Swaziland	41.407
Swaziland	43.424
Swaziland	44.992
Swaziland	46.633
Swaziland	49.552
Swaziland	52.537
Swaziland	55.561
Swaziland	57.678
Swaziland	58.474
Swaziland	54.289
Swaziland	43.869
Swaziland	39.613
Sweden	71.86
Sweden	72.49
Sweden	73.37
Sweden	74.16
Sweden	74.72
Sweden	75.44
Sweden	76.42
Sweden	77.19
Sweden	78.16
Sweden	79.39
Sweden	80.04
Sweden	80.884
Switzerland	69.62
Switzerland	70.56
Switzerland	71.32
Switzerland	72.77
Switzerland	73.78
Switzerland	75.39
Switzerland	76.21
Switzerland	77.41
Switzerland	78.03
Switzerland	79.37
Switzerland	80.62
Switzerland	81.701
Syria	45.883
Syria	48.284
Syria	50.305
Syria	53.655
Syria	57.296
Syria	61.195
Syria	64.59
Syria	66.974
Syria	69.249
Syria	71.527
Syria	73.053
Syria	74.143
Taiwan	58.5
Taiwan	62.4
Taiwan	65.2
Taiwan	67.5
Taiwan	69.39
Taiwan	70.59
Taiwan	72.16
Taiwan	73.4
Taiwan	74.26
Taiwan	75.25
Taiwan	76.99
Taiwan	78.4
Tanzania	41.215
Tanzania	42.974
Tanzania	44.246
Tanzania	45.757
Tanzania	47.62
Tanzania	49.919
Tanzania	50.608
Tanzania	51.535
Tanzania	50.44
Tanzania	48.466
Tanzania	49.651
Tanzania	52.517
Thailand	50.848
Thailand	53.63
Thailand	56.061
Thailand	58.285
Thailand	60.405
Thailand	62.494
Thailand	64.597
Thailand	66.084
Thailand	67.298
Thailand	67.521
Thailand	68.564
Thailand	70.616
Togo	38.596
Togo	41.208
Togo	43.922
Togo	46.769
Togo	49.759
Togo	52.887
Togo	55.471
Togo	56.941
Togo	58.061
Togo	58.39
Togo	57.561
Togo	58.42
Trinidad and Tobago	59.1
Trinidad and Tobago	61.8
Trinidad and Tobago	64.9
Trinidad and Tobago	65.4
Trinidad and Tobago	65.9
Trinidad and Tobago	68.3
Trinidad and Tobago	68.832
Trinidad and Tobago	69.582
Trinidad and Tobago	69.862
Trinidad and Tobago	69.465
Trinidad and Tobago	68.976
Trinidad and Tobago	69.819
Tunisia	44.6
Tunisia	47.1
Tunisia	49.579
Tunisia	52.053
Tunisia	55.602
Tunisia	59.837
Tunisia	64.048
Tunisia	66.894
Tunisia	70.001
Tunisia	71.973
Tunisia	73.042
Tunisia	73.923
Turkey	43.585
Turkey	48.079
Turkey	52.098
Turkey	54.336
Turkey	57.005
Turkey	59.507
Turkey	61.036
Turkey	63.108
Turkey	66.146
Turkey	68.835
Turkey	70.845
Turkey	71.777
Uganda	39.978
Uganda	42.571
Uganda	45.344
Uganda	48.051
Uganda	51.016
Uganda	50.35
Uganda	49.849
Uganda	51.509
Uganda	48.825
Uganda	44.578
Uganda	47.813
Uganda	51.542
United Kingdom	69.18
United Kingdom	70.42
United Kingdom	70.76
United Kingdom	71.36
United Kingdom	72.01
United Kingdom	72.76
United Kingdom	74.04
United Kingdom	75.007
United Kingdom	76.42
United Kingdom	77.218
United Kingdom	78.471
United Kingdom	79.425
United States	68.44
United States	69.49
United States	70.21
United States	70.76
United States	71.34
United States	73.38
United States	74.65
United States	75.02
United States	76.09
United States	76.81
United States	77.31
United States	78.242
Uruguay	66.071
Uruguay	67.044
Uruguay	68.253
Uruguay	68.468
Uruguay	68.673
Uruguay	69.481
Uruguay	70.805
Uruguay	71.918
Uruguay	72.752
Uruguay	74.223
Uruguay	75.307
Uruguay	76.384
Venezuela	55.088
Venezuela	57.907
Venezuela	60.77
Venezuela	63.479
Venezuela	65.712
Venezuela	67.456
Venezuela	68.557
Venezuela	70.19
Venezuela	71.15
Venezuela	72.146
Venezuela	72.766
Venezuela	73.747
Vietnam	40.412
Vietnam	42.887
Vietnam	45.363
Vietnam	47.838
Vietnam	50.254
Vietnam	55.764
Vietnam	58.816
Vietnam	62.82
Vietnam	67.662
Vietnam	70.672
Vietnam	73.017
Vietnam	74.249
West Bank and Gaza	43.16
West Bank and Gaza	45.671
West Bank and Gaza	48.127
West Bank and Gaza	51.631
West Bank and Gaza	56.532
West Bank and Gaza	60.765
West Bank and Gaza	64.406
West Bank and Gaza	67.046
West Bank and Gaza	69.718
West Bank and Gaza	71.096
West Bank and Gaza	72.37
West Bank and Gaza	73.422
Yemen, Rep.	32.548
Yemen, Rep.	33.97
Yemen, Rep.	35.18
Yemen, Rep.	36.984
Yemen, Rep.	39.848
Yemen, Rep.	44.175
Yemen, Rep.	49.113
Yemen, Rep.	52.922
Yemen, Rep.	55.599
Yemen, Rep.	58.02
Yemen, Rep.	60.308
Yemen, Rep.	62.698
Zambia	42.038
Zambia	44.077
Zambia	46.023
Zambia	47.768
Zambia	50.107
Zambia	51.386
Zambia	51.821
Zambia	50.821
Zambia	46.1
Zambia	40.238
Zambia	39.193
Zambia	42.384
Zimbabwe	48.451
Zimbabwe	50.469
Zimbabwe	52.358
Zimbabwe	53.995
Zimbabwe	55.635
Zimbabwe	57.674
Zimbabwe	60.363
Zimbabwe	62.351
Zimbabwe	60.377
Zimbabwe	46.809
Zimbabwe	39.989
Zimbabwe	43.487
